Bolge,Toprak_Tipi,Tarla_Alani_Donum,Ekim_Ayı,Ortalama_Sicaklik,Yagis_Miktari_mm,Gubre_Miktari_kg,Sulama_Sikligi_Hafta,Hasere_Yogunlugu,Hasat_Verimi_Ton,Sulama_Maliyeti,Bolge_encoded,Toprak_Tipi_encoded,Ekim_Ayı_encoded
Akdeniz,Kumlu,11.3754730010122,Kasım,16.10277699346227,122.31638896213902,73.6123723450572,1,0.2659906974124396,2.628812187043122,49.12642880385852,0,2,2
Marmara,Kalkerli,408.4462005530637,Ekim,14.869152222752824,93.43336682466172,149.37025794840673,3,0.0879942066252593,4.442702723591189,112.76719844405582,3,0,1
İç Anadolu,Kumlu,447.7793525690631,Ekim,22.0392428049185,61.97659496125919,110.37686542571186,2,0.4376260193953587,3.515725608674756,94.93851299650008,4,2,1
İç Anadolu,Kalkerli,343.5055367404101,Kasım,20.21921213787471,91.8001459554951,124.11232549745549,3,0.1927764356541119,2.761503975116204,104.71543539995456,4,0,2
Marmara,Killi,425.9160992915884,Ekim,27.890266961001977,115.6594698864891,75.4198534342662,1,0.2271194145783737,3.7564282035348464,50.79357238378805,3,1,1
Ege,Kalkerli,373.5470256921784,Ekim,19.179188279756623,120.0390004462252,113.33020237568944,2,0.3972053799186795,3.2082923343257037,86.82298584252727,1,0,1
Marmara,Killi,490.69185252332505,Aralık,17.517070065010984,73.53705198925002,112.3901012627128,1,0.2413690889054867,2.7238100981461115,75.74204273194903,3,1,0
İç Anadolu,Kalkerli,147.52798627555254,Ekim,14.85660461018157,56.3264042499342,61.54046121937109,1,0.4052691263505562,2.0942721824771717,57.13564428175229,4,0,1
Güneydoğu Anadolu,Kalkerli,73.03131486219672,Aralık,9.42082147279828,107.45308470608948,125.05916485218891,2,0.340989126628666,2.713950219712223,89.782599882907,2,0,0
İç Anadolu,Kumlu,53.90268608522582,Ekim,11.035649036219787,90.9674726139572,66.86331738532667,4,0.8898216816200673,1.9135642209076515,94.1226972362309,4,2,1
Marmara,Kalkerli,307.8856433528558,Kasım,23.29882732483898,111.66820300671876,85.5880046017519,4,0.2771962695587407,3.471431342252412,107.65128730313336,3,0,2
Marmara,Kumlu,68.5846484069068,Ekim,20.80163495289092,51.79044482369157,131.06996738265897,4,0.185723145602359,2.893034380079793,131.8392562606336,3,2,1
Ege,Kumlu,390.8965448895248,Aralık,18.843860334117604,113.34581779455698,72.32349046074094,3,0.9052257972177128,2.4731466201997057,79.42904530781718,1,2,0
Marmara,Tınlı,136.00566316835943,Kasım,12.936894135482902,166.74646855279855,33.58002281964826,1,0.0565708195559641,2.734708284475176,32.412505973505354,3,3,2
Akdeniz,Kalkerli,149.83272255244617,Ekim,25.32936941398362,68.98736758166686,131.37459317288295,3,0.1665301278353261,2.920124446962136,116.50668667122754,0,0,1
Ege,Killi,467.3344066546179,Kasım,19.653611412252506,115.6958881447104,26.792461549505937,2,0.695735626813835,1.8322556299245465,43.9600564164851,1,1,2
İç Anadolu,Kalkerli,84.97102186221275,Kasım,11.1710634529445,75.17604665559996,102.82863568613122,1,0.5225883418697322,2.846146205262635,66.78075697833874,4,0,2
Ege,Kalkerli,157.22992063279364,Ekim,13.261763513229582,208.60895874522225,94.29503962512366,4,0.0319157648557044,3.7863268433407535,106.07641829883474,1,0,1
Marmara,Kalkerli,207.6240343965079,Kasım,13.09858755860823,172.10564603652048,117.87138144105548,4,0.4648212189246974,3.319353746856579,123.73017688149795,3,0,2
Akdeniz,Kumlu,129.47874528847888,Ekim,20.55544024426145,136.8223806106173,32.19067866471266,4,0.7974912092242328,2.316747252286534,69.4908607974956,0,2,1
Ege,Kalkerli,142.6350103089295,Kasım,16.273730367279356,113.9907405864512,58.49807005720848,3,0.97282586827868,2.5302217555880406,72.64971619904257,1,0,2
Güneydoğu Anadolu,Tınlı,466.9383994963971,Ekim,14.922748890377674,127.51114004364214,132.41450453237533,4,0.7111279980555216,3.5218374119385185,127.79370237446476,2,3,1
Marmara,Tınlı,30.0442480362827,Kasım,7.843314362258971,53.52817449918148,126.4137586444978,4,0.6173211946615335,2.180722999359466,118.46420727130165,3,3,2
Güneydoğu Anadolu,Kumlu,222.51466122341785,Aralık,11.329190458559742,181.42838891535817,113.28177216478234,3,0.357011814135625,3.685431117669828,97.22597347366806,2,2,0
Marmara,Tınlı,181.36577554518416,Aralık,17.896847090828835,115.89532318947091,99.12986034746638,2,0.4733633882308546,3.035760485317331,77.79781482529704,3,3,0
Akdeniz,Killi,416.2809678218672,Kasım,18.050956391372623,90.92908272423264,102.5989341429294,1,0.3789324162009645,2.746098432960586,75.91901922165945,0,1,2
Ege,Tınlı,123.82050832757024,Ekim,18.990463862314375,49.41520834256495,97.79394116229317,2,0.4143554074910929,2.072978807976319,72.22134722625644,1,3,1
Akdeniz,Tınlı,193.4779581831609,Ekim,13.629221622458164,111.1051384887183,89.62288318635265,1,0.5071863692502655,2.7567331555708297,53.71626005861802,0,3,1
Marmara,Tınlı,78.74296666728773,Aralık,16.78700838522889,126.849646012218,37.67466215869406,3,0.7711700357806285,2.238671210791247,63.58081256237215,3,3,0
Ege,Kalkerli,125.24979306529364,Aralık,6.739885541266784,43.09035148712026,90.98690683865426,2,0.137881810776098,2.084808413742937,71.91240989312654,1,0,0
İç Anadolu,Killi,75.5910284520544,Kasım,16.78487220965355,88.70133052228726,43.84345635332056,1,0.5332660049935205,1.7359837581167437,36.43577606349724,4,1,2
İç Anadolu,Killi,153.7545160929794,Aralık,21.91285855717664,93.4793102393084,73.98786197302066,2,0.5706384009650046,2.303835650708854,71.69835210954236,4,1,0
Ege,Tınlı,101.39588546752243,Kasım,12.48577991401693,66.60943888194849,88.33879918848163,2,0.6295301711957485,2.37342325708488,71.29824738545986,1,3,2
Ege,Tınlı,273.74646262743624,Aralık,20.47991181042253,172.3339306523515,95.04761050926294,2,0.7302131082431398,3.480255581983144,74.89417776358462,1,3,0
Akdeniz,Kumlu,156.6074085993705,Kasım,14.749240817780404,51.31681989223758,65.23611873457756,4,0.6631821209628134,2.084971545418128,95.7792570648774,0,2,2
Akdeniz,Tınlı,105.90630337793338,Aralık,14.187453432412054,120.51450541486462,96.09511885142123,4,0.849648076510266,2.0860233955313947,105.81641354093622,0,3,0
İç Anadolu,Kalkerli,409.6813607328601,Ekim,18.347725997843373,74.01854035154182,60.18826264696653,2,0.2955053496961151,2.7347711375468142,61.52787775233657,4,0,1
Güneydoğu Anadolu,Kumlu,462.0617410901624,Aralık,14.789236834041615,209.96951060335832,77.2848144460321,1,0.0161420803394276,4.065281517427299,41.92302961860085,2,2,0
Güneydoğu Anadolu,Kumlu,301.35749509246614,Aralık,15.994349702797797,69.2976118806352,123.47160291697818,2,0.9973673416817572,2.5983946105897684,98.8865255767086,2,2,0
Güneydoğu Anadolu,Kumlu,329.8475408989065,Ekim,22.247670510008305,95.49985070384636,99.58092313676364,1,0.2482358198989859,2.947657034122108,69.44067362476446,2,2,1
Ege,Killi,231.53997856817105,Aralık,24.30246701928905,92.8705965995195,32.26901789610679,4,0.5580915464240375,1.895855311367272,75.57326215394139,1,1,0
Akdeniz,Kumlu,132.50406786178422,Aralık,11.67825425484638,103.1377537663314,21.5458562522865,2,0.9610711658923352,1.4375117760090892,38.1138014024636,0,2,0
İç Anadolu,Kalkerli,452.2023633448181,Kasım,16.99896221847387,119.90115896276004,133.19766795319933,2,0.9306298760566516,3.753529671820272,98.73774648231662,4,0,2
Ege,Tınlı,316.1894416949917,Aralık,15.666805377157855,115.99967611914386,43.36480979135529,1,0.9221761892368968,2.6099409951032118,37.13531075768812,1,3,0
Akdeniz,Kumlu,343.2755444016117,Aralık,28.81582435109536,66.7989115999898,55.69969549037309,1,0.1181106075515896,2.1881128623234223,31.959033807859285,0,2,0
Ege,Kalkerli,86.97139115775016,Aralık,21.331414266285133,140.39347474300288,67.88567623776869,2,0.7298191281087646,3.2183325397685314,59.7353851277227,1,0,0
Marmara,Tınlı,38.566329540026615,Kasım,26.9019504891458,80.44637045622095,109.83032528930696,4,0.008953644864648,2.8056982813299784,114.93997963504712,3,3,2
Marmara,Kumlu,377.7682426632017,Ekim,18.894681072605582,35.79520872010835,21.071421347685675,4,0.540099451253799,1.7345900355825823,74.25874317122756,3,2,1
Marmara,Killi,299.88152007316904,Ekim,16.45979950288732,133.34650775646037,89.89280518406954,3,0.677845991529521,2.991125096645534,91.15555328135676,3,1,1
Akdeniz,Killi,390.9493068708496,Aralık,19.362558680999552,43.43331359853797,116.31044676406138,3,0.5174925504611592,2.161356410354544,114.55076475993144,0,1,0
Güneydoğu Anadolu,Kalkerli,74.25285632293408,Kasım,22.500465740583618,112.95402669757154,33.99080482386774,1,0.6937803620972753,2.552539679136589,39.43720672873543,2,0,2
İç Anadolu,Kalkerli,344.21054094309375,Aralık,26.429002357622267,105.2890691335538,100.89117951881832,3,0.9476349159203934,2.8935687481042214,94.1424648067774,4,0,0
Güneydoğu Anadolu,Kumlu,497.6860861482919,Aralık,25.42294848030304,111.49011207488824,97.35777147574188,2,0.4236950848391112,2.841540386180462,86.94958605914792,2,2,0
İç Anadolu,Kalkerli,23.759650432159777,Aralık,12.184379484241964,187.8312945266234,69.54711550245253,2,0.3558742594723758,3.0144927985604717,69.00809226197315,4,0,0
İç Anadolu,Killi,74.33585323747907,Aralık,17.10895266419911,81.30278538151933,131.23332013240582,1,0.4172576203698359,2.440261862197596,75.82543261518612,4,1,0
İç Anadolu,Killi,495.7662599526084,Aralık,22.488116406293223,139.61659809259956,60.69278283874112,1,0.6443590742633037,3.1354904652124245,40.67836904788837,4,1,0
Akdeniz,Killi,333.4968990857478,Aralık,17.788490649715786,65.06625007394713,25.088994771779905,3,0.8710931811246468,1.7839819894860058,65.51038564831923,0,1,0
Güneydoğu Anadolu,Kumlu,89.31292111166039,Aralık,11.623870418805186,135.38327670415893,93.497491092724,2,0.6716680460420758,3.0929824597648548,74.36885743693287,2,2,0
Marmara,Tınlı,470.4915962549849,Ekim,16.228236897651808,126.8036308095073,86.47701345074437,1,0.4776907570198327,3.1494989320415607,58.50627473929609,3,3,1
Ege,Tınlı,258.76738196509115,Aralık,25.31184278003772,84.63659948449077,105.79794315383494,4,0.567582468892314,3.056611258427879,114.60801618489243,1,3,0
Marmara,Killi,211.7042142164962,Kasım,14.87531470242298,93.27614356827766,148.5588337109976,4,0.8675708040978128,3.030542009001321,143.58123193777436,3,1,2
İç Anadolu,Kumlu,422.1771338589239,Aralık,15.8602868333638,60.55254735726615,89.81807436955997,4,0.0386480515216054,2.838143207915641,105.60618287793996,4,2,0
Ege,Kumlu,319.62988464892663,Kasım,13.30088688111802,77.9369442101281,127.87683840429732,1,0.7360151742368896,3.0672940364058414,83.11744699707091,1,2,2
Akdeniz,Kumlu,371.5958952171328,Ekim,15.666549681844511,85.5474192054647,58.47950098076982,3,0.4185166361420085,2.3390571443104173,80.61503367468717,0,2,1
Marmara,Kumlu,12.094894950446708,Ekim,15.398332393974222,123.05722179075627,102.50328216570784,3,0.5817260218831947,2.477785331935725,103.52938034116792,3,2,1
Akdeniz,Tınlı,269.3649024295476,Ekim,16.622268640186174,38.00759761262081,102.69301311732988,4,0.028488981439559,2.995639011565157,106.28205892911944,0,3,1
Ege,Kalkerli,314.42540875343053,Aralık,16.606597304487643,74.20449115298564,40.59546824204779,1,0.6464814115411472,2.1195689189915794,37.60690237465301,1,0,0
Akdeniz,Kalkerli,176.18920153994856,Aralık,20.14877476331676,60.776925678599525,61.29529003543264,1,0.1836755510190975,1.940592550216744,41.521439032108816,0,0,0
İç Anadolu,Tınlı,444.6656937828696,Ekim,17.086203312468562,166.28089176033507,84.52266961484658,1,0.0923078028632016,3.2978280104875357,54.378129128771,4,3,1
Ege,Tınlı,309.74503435925635,Aralık,13.027632758641266,45.271180061503,41.22852622745869,3,0.1327647344072443,1.817119484469075,64.17783763308128,1,3,0
Güneydoğu Anadolu,Killi,117.05531960806071,Ekim,20.06739405713421,97.89665169947531,112.09132890878664,2,0.8225191411137259,2.638910592933049,84.46029409716175,2,1,1
Marmara,Killi,258.1090733605175,Kasım,19.71726966378654,177.6008951599755,48.28445921067086,3,0.1966328766537277,3.549982808335354,63.40377789408989,3,1,2
Marmara,Killi,190.99054923963368,Ekim,16.4999074453772,50.3081892944798,45.18412897437197,3,0.2909416678974307,1.360571044402209,63.81125095150234,3,1,1
Ege,Killi,223.81798765819676,Kasım,26.449761232716163,58.83380247589525,77.75172201257439,3,0.1048521096352107,3.169028423048564,88.04362149933024,1,1,2
İç Anadolu,Kalkerli,21.39121927056576,Aralık,21.71538632322067,127.66962347628308,94.37399935390305,4,0.946436924258838,2.079541354201077,113.27771075342169,4,0,0
Ege,Kalkerli,475.2158560087692,Aralık,27.1718392599432,177.021732329235,95.66031436936925,4,0.2399188730501906,4.037658521882904,110.18584850835872,1,0,0
Güneydoğu Anadolu,Kalkerli,53.07366562596437,Ekim,18.349965865768556,119.89199708475812,64.49295196652932,4,0.753873273370724,2.5645393232000653,102.9910603196275,2,0,1
Güneydoğu Anadolu,Kumlu,156.11613776489503,Kasım,16.827199107459634,158.75571348376013,102.35978605988548,3,0.9006229037382495,3.235805056253521,98.71251988635288,2,2,2
Marmara,Kalkerli,462.87170825694943,Aralık,2.3859816052756777,176.4196780628041,51.22679705888905,2,0.1791769909938577,2.924354185151759,57.56836930180516,3,0,0
Güneydoğu Anadolu,Tınlı,382.6959539024443,Aralık,20.47051439868612,136.3660466562438,25.38590238499445,2,0.0053567582563065,2.70310642064436,45.351300714622205,2,3,0
Marmara,Tınlı,309.6318625162247,Kasım,15.0174911236204,85.84977162678263,61.70701269721303,3,0.6527388643710968,2.8229070604012643,82.82025233969993,3,3,2
Ege,Killi,202.30481583247897,Kasım,13.15062711327662,66.94200365220925,52.53114785906421,2,0.1119356063760155,2.113778818411612,59.60230359302994,1,1,2
İç Anadolu,Killi,364.7069719194743,Ekim,22.011606055163703,70.58636143329257,25.64076900797453,4,0.3375825357561579,2.2414764923500523,74.77652605070804,4,1,1
Akdeniz,Killi,260.88274589175074,Kasım,24.40274430072901,154.42604673777802,110.22001990421477,4,0.7686864684867092,2.779851663894663,112.30876669541496,0,1,2
Ege,Tınlı,27.556626882106325,Kasım,17.212356985150024,76.66667857744139,110.51274272421152,2,0.5566124960108522,2.817640936466965,89.98782383458182,1,3,2
Güneydoğu Anadolu,Kumlu,245.34109291115536,Aralık,11.77898044166626,53.80966837515597,73.58187706859682,3,0.3953746362520632,2.3915328691703084,82.21682241137738,2,2,0
Akdeniz,Kalkerli,154.2153187622027,Kasım,26.530374328025005,50.99333964098438,59.13086813741933,3,0.1047854779843583,1.3640216299142691,74.11040797268393,0,0,2
Marmara,Killi,383.4268651099075,Kasım,18.46795413869005,164.12673431027434,117.53626232122114,4,0.9725677674644864,3.196103173655971,118.40214584566176,3,1,2
Marmara,Kumlu,35.88871457474469,Kasım,20.624520354680133,125.26976999567076,99.3759848640567,4,0.3495996856033752,2.877696336161732,109.81817313028093,3,2,2
İç Anadolu,Killi,425.6454700696989,Aralık,16.555635853600528,63.572339854251005,57.115334434545225,4,0.2060024502335548,2.536229256703827,80.89115450319238,4,1,0
Ege,Tınlı,334.0520645517335,Ekim,14.890005982884244,118.76170391956455,76.9174263690922,1,0.7434177077896902,2.291807893994574,49.34316589794411,1,3,1
Akdeniz,Tınlı,109.99263917784324,Kasım,12.344926480980146,55.062605972136126,66.45316593242966,3,0.6428659061616576,1.887389433707831,72.78817068424507,0,3,2
Güneydoğu Anadolu,Killi,390.50666858412825,Ekim,14.569737721271128,39.0908972036362,31.946369070312645,4,0.7141934980097013,1.3475290675873497,80.96210926222557,2,1,1
İç Anadolu,Kalkerli,85.26213555964196,Aralık,14.946231124658537,84.54626780711925,122.15771692538654,2,0.5511934679244155,2.280039115615297,89.70326246415617,4,0,0
Ege,Kalkerli,153.90158852455738,Aralık,26.068637197308824,161.49168369000682,74.88433625320381,2,0.8355801350376075,2.939227401609262,67.3244448284998,1,0,0
Marmara,Kalkerli,68.19090697394499,Aralık,20.495086401419822,141.3620899639098,123.16924426012471,4,0.4244422253561006,3.939483597650061,135.80007471356737,3,0,0
Akdeniz,Killi,167.3083939877418,Aralık,17.366943027097662,59.165759516988,110.34653226907312,4,0.574203536601042,2.9590116528327286,117.88639507867676,0,1,0
Ege,Killi,317.86088945208286,Kasım,13.32712207024213,55.53370159219316,45.55159580575622,2,0.4570258979143623,1.3468471059665048,54.59515484452351,1,1,2
Ege,Killi,62.97520008884071,Aralık,14.998167569432932,46.07620493842103,143.65103257968633,4,0.6018843525843497,2.117313056150572,135.51982588067577,1,1,0
Akdeniz,Tınlı,408.4873672020239,Aralık,18.20809037714936,275.59117702415904,110.82828904569632,3,0.3161772258558234,4.369639075786007,100.20470199062126,0,3,0
İç Anadolu,Tınlı,246.39724979988523,Aralık,16.029430886846477,149.72039087965,117.15728397924018,2,0.6759105520131556,3.322114416347179,90.22010526950253,4,3,0
Akdeniz,Kumlu,49.43623844632569,Aralık,14.873210326549223,66.14015533403521,100.87417557514571,3,0.3594021892056193,2.317643681564563,105.15569318924632,0,2,0
Ege,Tınlı,357.1991836292432,Kasım,16.72660607726818,117.5536826680748,40.070681591002966,3,0.4242469783153368,2.489838956830273,64.61983567614604,1,3,2
İç Anadolu,Killi,219.6365296288762,Kasım,19.018498966918923,119.15958364018704,118.17966786312005,1,0.5038767380447067,4.263245872259227,63.503233402796816,4,1,2
